compiler,#e,M,#gates,gate_spec,coupling
sabre_lookahead,3,8,"[[(6, 7)], [(5, 6)], [(4, 5), (6, 7)], [(0, 4)], [(3, 4)], [(2, 3), (4, 5)], [(3, 4), (1, 2), (5, 6)], [(2, 3), (0, 4)], [(4, 5), (1, 2)], [(0, 4)], [(3, 4)], [(0, 4), (2, 3)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4)], [(4, 5)], [(5, 6)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4)]]","[[' swap'], [' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' swap', ' swap'], [' swap', ' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ', ' ZZ'], [' swap'], [' swap'], [' ZZ'], [' ZZ swap'], [' ZZ swap'], [' swap'], [' ZZ']]","[[5, 13], [5, 15], [5, 9]]"
sabre_decay,3,8,"[[(6, 7), (0, 4)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (6, 7)], [(3, 4), (1, 2)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(2, 3)], [(3, 4), (1, 2)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (0, 4)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)], [(5, 6)]]","[[' swap', ' swap'], [' swap'], [' ZZ swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' swap'], [' swap', ' ZZ'], [' swap', ' swap'], [' ZZ'], [' swap', ' swap'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ']]","[[5, 13], [5, 15], [5, 9]]"
sabre_basic,2,8,"[[(1, 2), (6, 7)], [(2, 3), (5, 6)], [(4, 5), (1, 2)], [(0, 4)], [(3, 4)], [(4, 5), (2, 3)], [(0, 4)], [(4, 5)], [(5, 6), (3, 4)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (4, 5), (6, 7)], [(1, 2), (5, 6)], [(2, 3)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)]]","[[' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap', ' swap', ' swap'], [' ZZ swap', ' ZZ swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ']]","[[5, 13], [9, 14]]"
sabre_lookahead,2,8,"[[(6, 7)], [(5, 6)], [(4, 5), (6, 7)], [(0, 4)], [(3, 4)], [(2, 3), (4, 5)], [(3, 4), (1, 2), (5, 6)], [(2, 3), (0, 4)], [(4, 5), (1, 2)], [(0, 4)], [(3, 4)], [(0, 4), (2, 3)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4)], [(4, 5)], [(5, 6)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4)]]","[[' swap'], [' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' swap', ' swap'], [' swap', ' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ', ' ZZ'], [' swap'], [' swap'], [' ZZ'], [' ZZ swap'], [' ZZ swap'], [' swap'], [' ZZ']]","[[5, 13], [9, 14]]"
sabre_decay,2,8,"[[(6, 7), (0, 4)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (6, 7)], [(3, 4), (1, 2)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(2, 3)], [(3, 4), (1, 2)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (0, 4)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)], [(5, 6)]]","[[' swap', ' swap'], [' swap'], [' ZZ swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' swap'], [' swap', ' ZZ'], [' swap', ' swap'], [' ZZ'], [' swap', ' swap'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ']]","[[5, 13], [9, 14]]"
sabre_basic,1,8,"[[(1, 2), (6, 7)], [(2, 3), (5, 6)], [(4, 5), (1, 2)], [(0, 4)], [(3, 4)], [(4, 5), (2, 3)], [(0, 4)], [(4, 5)], [(5, 6), (3, 4)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (4, 5), (6, 7)], [(1, 2), (5, 6)], [(2, 3)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)]]","[[' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap', ' swap', ' swap'], [' ZZ swap', ' ZZ swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ']]","[[5, 14]]"
sabre_lookahead,1,8,"[[(6, 7)], [(5, 6)], [(4, 5), (6, 7)], [(0, 4)], [(3, 4)], [(2, 3), (4, 5)], [(3, 4), (1, 2), (5, 6)], [(2, 3), (0, 4)], [(4, 5), (1, 2)], [(0, 4)], [(3, 4)], [(0, 4), (2, 3)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4)], [(4, 5)], [(5, 6)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4)]]","[[' swap'], [' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' swap', ' swap'], [' swap', ' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ', ' ZZ'], [' swap'], [' swap'], [' ZZ'], [' ZZ swap'], [' ZZ swap'], [' swap'], [' ZZ']]","[[5, 14]]"
sabre_decay,1,8,"[[(6, 7), (0, 4)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (6, 7)], [(3, 4), (1, 2)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(2, 3)], [(3, 4), (1, 2)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (0, 4)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)], [(5, 6)]]","[[' swap', ' swap'], [' swap'], [' ZZ swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' swap'], [' swap', ' ZZ'], [' swap', ' swap'], [' ZZ'], [' swap', ' swap'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ']]","[[5, 14]]"
sabre_basic,0,8,"[[(1, 2), (6, 7)], [(2, 3), (5, 6)], [(4, 5), (1, 2)], [(0, 4)], [(3, 4)], [(4, 5), (2, 3)], [(0, 4)], [(4, 5)], [(5, 6), (3, 4)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (4, 5), (6, 7)], [(1, 2), (5, 6)], [(2, 3)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)]]","[[' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap', ' swap', ' swap'], [' ZZ swap', ' ZZ swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ']]",[]
sabre_lookahead,0,8,"[[(6, 7)], [(5, 6)], [(4, 5), (6, 7)], [(0, 4)], [(3, 4)], [(2, 3), (4, 5)], [(3, 4), (1, 2), (5, 6)], [(2, 3), (0, 4)], [(4, 5), (1, 2)], [(0, 4)], [(3, 4)], [(0, 4), (2, 3)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4)], [(4, 5)], [(5, 6)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4)]]","[[' swap'], [' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' swap', ' swap'], [' swap', ' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ', ' ZZ'], [' swap'], [' swap'], [' ZZ'], [' ZZ swap'], [' ZZ swap'], [' swap'], [' ZZ']]",[]
sabre_decay,0,8,"[[(6, 7), (0, 4)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (6, 7)], [(3, 4), (1, 2)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(2, 3)], [(3, 4), (1, 2)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (0, 4)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)], [(5, 6)]]","[[' swap', ' swap'], [' swap'], [' ZZ swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' swap'], [' swap', ' ZZ'], [' swap', ' swap'], [' ZZ'], [' swap', ' swap'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ']]",[]
sabre_basic,6,8,"[[(6, 7), (1, 2)], [(5, 6)], [(0, 5)], [(0, 3), (5, 6)], [(2, 3), (6, 7)], [(5, 6), (3, 4)], [(0, 5), (6, 7)], [(0, 3)], [(2, 3)], [(1, 2), (3, 4)], [(2, 3), (4, 5)], [(1, 2)], [(2, 3)], [(3, 4)], [(4, 5)], [(5, 6)], [(4, 5), (6, 7)], [(3, 4), (5, 6)], [(2, 3), (6, 7)], [(5, 6), (1, 2)], [(0, 5)], [(0, 3)], [(2, 3)]]","[[' swap', ' swap'], [' swap'], [' ZZ swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' swap', ' swap'], [' swap'], [' swap'], [' ZZ', ' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ'], [' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' swap'], [' swap'], [' ZZ']]","[[3, 12], [4, 13], [5, 13], [5, 14], [0, 3], [0, 5]]"
sabre_lookahead,6,8,"[[(0, 5), (2, 3)], [(5, 6), (0, 3)], [(6, 7)], [(5, 6)], [(0, 5)], [(5, 6)], [(6, 7)], [(5, 6)], [(0, 5)], [(0, 3), (5, 6)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4)], [(2, 3), (4, 5)], [(1, 2), (3, 4), (5, 6)], [(2, 3)], [(0, 3)], [(2, 3)], [(0, 3)], [(0, 5)], [(5, 6)]]","[[' swap', ' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' swap'], [' swap', ' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ', ' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ']]","[[3, 12], [4, 13], [5, 13], [5, 14], [0, 3], [0, 5]]"
sabre_decay,6,8,"[[(2, 3), (0, 5)], [(1, 2), (0, 3), (5, 6)], [(2, 3), (6, 7)], [(5, 6), (1, 2)], [(0, 5)], [(5, 6)], [(6, 7)], [(5, 6)], [(0, 5)], [(0, 3)], [(0, 4), (2, 3)], [(4, 5)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (4, 5)], [(1, 2)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4)]]","[[' swap', ' swap'], [' swap', ' swap', ' swap'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ']]","[[3, 12], [4, 13], [5, 13], [5, 14], [0, 3], [0, 5]]"
